76,55,0,0.0,0,0.0,
54.93,10.85305,9474.988184250733,24.19,270,1.87,180.0
54.92911,10.85305,9419.130316145833,24.19,270,1.87,180.0
54.92822,10.85305,9363.98757443306,24.19,270,1.87,180.0
54.92733,10.85305,9309.572666228314,24.19,270,1.87,180.0
54.92644,10.85305,9255.898427750046,24.19,270,1.87,180.0
54.92555,10.85305,9202.977817891422,24.19,270,1.87,180.0
54.92466,10.85305,9150.823911232264,24.19,270,1.87,180.0
54.92377,10.85305,9099.449890490418,24.19,270,1.87,180.0
54.92288,10.85305,9048.86903835956,24.19,270,1.87,180.0
54.92199,10.85305,8999.094728760241,24.19,270,1.87,180.0
54.9211,10.85305,8950.140417466011,24.19,270,1.87,180.0
54.92021,10.85305,8902.019632091564,24.19,270,1.87,180.0
54.91932,10.85305,8854.745961454497,24.19,270,1.87,180.0
54.91843,10.85305,8808.33304428002,24.19,270,1.87,180.0
54.91754,10.85305,8762.794557250976,24.19,270,1.87,180.0
54.91665,10.85305,8718.144202417789,24.19,270,1.87,180.0
54.91576,10.85305,8674.395693935694,24.19,270,1.87,180.0
54.91487,10.85305,8631.562744159055,24.19,270,1.87,180.0
54.91398,10.85305,8589.659049090567,24.19,270,1.87,180.0
54.91309,10.85305,8548.698273193166,24.19,270,1.87,180.0
54.9122,10.85305,8508.694033580563,24.19,270,1.87,180.0
54.91131,10.85305,8469.659883604425,24.19,270,1.87,180.0
54.91042,10.85305,8431.609295855898,24.19,270,1.87,180.0
54.90953,10.85305,8394.555644610447,24.19,270,1.87,180.0
54.90864,10.85305,8358.512187750173,24.19,270,1.87,180.0
54.90775,10.85305,8323.492048185528,24.19,270,1.87,180.0
54.90686,10.85305,8289.508194825923,24.19,270,1.87,180.0
54.905969999999996,10.85305,8256.573423141155,24.19,270,1.87,180.0
54.90508,10.85305,8224.700335359266,24.19,270,1.87,180.0
54.90419,10.85305,8193.901320346644,24.19,270,1.87,180.0
54.9033,10.85305,8164.188533248512,24.19,270,1.87,180.0
54.90241,10.85305,8135.573874921483,24.19,270,1.87,180.0
54.90152,10.85305,8108.068971250454,24.19,270,1.87,180.0
54.90063,10.85305,8081.685152396869,24.19,270,1.87,180.0
54.89974,10.85305,8056.433432070755,24.19,270,1.87,180.0
54.89885,10.85305,8032.324486885427,24.19,270,1.87,180.0
54.89796,10.85305,8009.368635883615,24.19,270,1.87,180.0
54.89707,10.85305,7987.57582031519,24.19,270,1.87,180.0
54.89618,10.85305,7966.955583743986,24.19,270,1.87,180.0
54.89529,10.85305,7947.517052577789,24.19,270,1.87,180.0
54.8944,10.85305,7929.268917092746,24.19,270,1.87,180.0
54.89351,10.85305,7912.219413056872,24.19,270,1.87,180.0
54.89262,10.85305,7896.376304019088,24.19,270,1.87,180.0
54.89173,10.85305,7881.746864359509,24.19,270,1.87,180.0
54.89084,10.85305,7868.337863181887,24.19,270,1.87,180.0
54.88995,10.85305,7856.155549122605,24.19,270,1.87,180.0
54.88906,10.85305,7845.205636160419,24.19,270,1.87,180.0
54.88817,10.85305,7835.493290495338,24.19,270,1.87,180.0
54.88728,10.85305,7827.023118567297,24.19,270,1.87,180.0
54.88639,10.85305,7819.799156278579,24.19,270,1.87,180.0
54.8855,10.85305,7813.824859475036,24.19,270,1.87,180.0
54.88461,10.85305,7809.103095743693,24.19,270,1.87,180.0
54.88372,10.85305,7805.636137564935,24.19,270,1.87,180.0
54.88283,10.85305,7803.425656862692,24.19,270,1.87,180.0
54.88194,10.85305,7802.472720980283,24.19,270,1.87,180.0
54.93,10.854668938841384,9389.71071499601,24.19,270,1.87,180.0
54.92911,10.854668938841384,9333.340592882412,24.19,270,1.87,180.0
54.92822,10.854668938841384,9277.686052846127,24.19,270,1.87,180.0
54.92733,10.854668938841384,9222.76004891978,24.19,270,1.87,180.0
54.92644,10.854668938841384,9168.575673919027,24.19,270,1.87,180.0
54.92555,10.854668938841384,9115.146153067733,24.19,270,1.87,180.0
54.92466,10.854668938841384,9062.484837035046,24.19,270,1.87,180.0
54.92377,10.854668938841384,9010.605194369793,24.19,270,1.87,180.0
54.92288,10.854668938841384,8959.520803316695,24.19,270,1.87,180.0
54.92199,10.854668938841384,8909.245342989967,24.19,270,1.87,180.0
54.9211,10.854668938841384,8859.792583899352,24.19,270,1.87,180.0
54.92021,10.854668938841384,8811.176377800695,24.19,270,1.87,180.0
54.91932,10.854668938841384,8763.410646886166,24.19,270,1.87,180.0
54.91843,10.854668938841384,8716.509372263672,24.19,270,1.87,180.0
54.91754,10.854668938841384,8670.486581756537,24.19,270,1.87,180.0
54.91665,10.854668938841384,8625.356337002142,24.19,270,1.87,180.0
54.91576,10.854668938841384,8581.13271984654,24.19,270,1.87,180.0
54.91487,10.854668938841384,8537.82981803976,24.19,270,1.87,180.0
54.91398,10.854668938841384,8495.461710240155,24.19,270,1.87,180.0
54.91309,10.854668938841384,8454.042450328696,24.19,270,1.87,180.0
54.9122,10.854668938841384,8413.586051058024,24.19,270,1.87,180.0
54.91131,10.854668938841384,8374.106467037009,24.19,270,1.87,180.0
54.91042,10.854668938841384,8335.617577085064,24.19,270,1.87,180.0
54.90953,10.854668938841384,8298.133165977764,24.19,270,1.87,180.0
54.90864,10.854668938841384,8261.666905610791,24.19,270,1.87,180.0
54.90775,10.854668938841384,8226.232335620713,24.19,270,1.87,180.0
54.90686,10.854668938841384,8191.84284350401,24.19,270,1.87,180.0
54.905969999999996,10.854668938841384,8158.511644273798,24.19,270,1.87,180.0
54.90508,10.854668938841384,8126.251759710083,24.19,270,1.87,180.0
54.90419,10.854668938841384,8095.075997251879,24.19,270,1.87,180.0
54.9033,10.854668938841384,8064.996928602696,24.19,270,1.87,180.0
54.90241,10.854668938841384,8036.026868096105,24.19,270,1.87,180.0
54.90152,10.854668938841384,8008.177850907423,24.19,270,1.87,180.0
54.90063,10.854668938841384,7981.461611177876,24.19,270,1.87,180.0
54.89974,10.854668938841384,7955.889560125702,24.19,270,1.87,180.0
54.89885,10.854668938841384,7931.472764228675,24.19,270,1.87,180.0
54.89796,10.854668938841384,7908.22192356649,24.19,270,1.87,180.0
54.89707,10.854668938841384,7886.147350402775,24.19,270,1.87,180.0
54.89618,10.854668938841384,7865.258948101288,24.19,270,1.87,180.0
54.89529,10.854668938841384,7845.566190464254,24.19,270,1.87,180.0
54.8944,10.854668938841384,7827.078101589848,24.19,270,1.87,180.0
54.89351,10.854668938841384,7809.803236337382,24.19,270,1.87,180.0
54.89262,10.854668938841384,7793.749661492834,24.19,270,1.87,180.0
54.89173,10.854668938841384,7778.924937731172,24.19,270,1.87,180.0
54.89084,10.854668938841384,7765.336102456857,24.19,270,1.87,180.0
54.88995,10.854668938841384,7752.989653620418,24.19,270,1.87,180.0
54.88906,10.854668938841384,7741.8915345819105,24.19,270,1.87,180.0
54.88817,10.854668938841384,7732.047120116603,24.19,270,1.87,180.0
54.88728,10.854668938841384,7723.461203623518,24.19,270,1.87,180.0
54.88639,10.854668938841384,7716.137985616206,24.19,270,1.87,180.0
54.8855,10.854668938841384,7710.08106355549,24.19,270,1.87,180.0
54.88461,10.854668938841384,7705.293423080952,24.19,270,1.87,180.0
54.88372,10.854668938841384,7701.777430692058,24.19,270,1.87,180.0
54.88283,10.854668938841384,7699.53482791936,24.19,270,1.87,180.0
54.88194,10.854668938841384,7698.566727019192,24.19,270,1.87,180.0
54.93,10.856287877682767,9304.810642833634,24.19,270,1.87,180.0
54.92911,10.856287877682767,9247.921138130307,24.19,270,1.87,180.0
54.92822,10.856287877682767,9191.74750612927,24.19,270,1.87,180.0
54.92733,10.856287877682767,9136.302950776831,24.19,270,1.87,180.0
54.92644,10.856287877682767,9081.600824976522,24.19,270,1.87,180.0
54.92555,10.856287877682767,9027.65462428144,24.19,270,1.87,180.0
54.92466,10.856287877682767,8974.477979968855,24.19,270,1.87,180.0
54.92377,10.856287877682767,8922.084651496827,24.19,270,1.87,180.0
54.92288,10.856287877682767,8870.488518295708,24.19,270,1.87,180.0
54.92199,10.856287877682767,8819.703570895399,24.19,270,1.87,180.0
54.9211,10.856287877682767,8769.743901367565,24.19,270,1.87,180.0
54.92021,10.856287877682767,8720.623693052406,24.19,270,1.87,180.0
54.91932,10.856287877682767,8672.357209580921,24.19,270,1.87,180.0
54.91843,10.856287877682767,8624.958783155904,24.19,270,1.87,180.0
54.91754,10.856287877682767,8578.442802095882,24.19,270,1.87,180.0
54.91665,10.856287877682767,8532.823697637115,24.19,270,1.87,180.0
54.91576,10.856287877682767,8488.11592998577,24.19,270,1.87,180.0
54.91487,10.856287877682767,8444.333973610834,24.19,270,1.87,180.0
54.91398,10.856287877682767,8401.492301804197,24.19,270,1.87,180.0
54.91309,10.856287877682767,8359.605370495612,24.19,270,1.87,180.0
54.9122,10.856287877682767,8318.68760133516,24.19,270,1.87,180.0
54.91131,10.856287877682767,8278.753364073404,24.19,270,1.87,180.0
54.91042,10.856287877682767,8239.816958246909,24.19,270,1.87,180.0
54.90953,10.856287877682767,8201.892594192872,24.19,270,1.87,180.0
54.90864,10.856287877682767,8164.994373437605,24.19,270,1.87,180.0
54.90775,10.856287877682767,8129.136268479891,24.19,270,1.87,180.0
54.90686,10.856287877682767,8094.332102015729,24.19,270,1.87,180.0
54.905969999999996,10.856287877682767,8060.595525655069,24.19,270,1.87,180.0
54.90508,10.856287877682767,8027.939998176968,24.19,270,1.87,180.0
54.90419,10.856287877682767,7996.378763374912,24.19,270,1.87,180.0
54.9033,10.856287877682767,7965.924827578502,24.19,270,1.87,180.0
54.90241,10.856287877682767,7936.590936886552,24.19,270,1.87,180.0
54.90152,10.856287877682767,7908.389554212419,24.19,270,1.87,180.0
54.90063,10.856287877682767,7881.332836208893,24.19,270,1.87,180.0
54.89974,10.856287877682767,7855.4326101457145,24.19,270,1.87,180.0
54.89885,10.856287877682767,7830.700350851267,24.19,270,1.87,180.0
54.89796,10.856287877682767,7807.147157781074,24.19,270,1.87,180.0
54.89707,10.856287877682767,7784.78373233015,24.19,270,1.87,180.0
54.89618,10.856287877682767,7763.620355468435,24.19,270,1.87,180.0
54.89529,10.856287877682767,7743.666865810317,24.19,270,1.87,180.0
54.8944,10.856287877682767,7724.932638209396,24.19,270,1.87,180.0
54.89351,10.856287877682767,7707.426562987168,24.19,270,1.87,180.0
54.89262,10.856287877682767,7691.157025888489,24.19,270,1.87,180.0
54.89173,10.856287877682767,7676.131888867448,24.19,270,1.87,180.0
54.89084,10.856287877682767,7662.35847180154,24.19,270,1.87,180.0
54.88995,10.856287877682767,7649.843535230094,24.19,270,1.87,180.0
54.88906,10.856287877682767,7638.59326420423,24.19,270,1.87,180.0
54.88817,10.856287877682767,7628.613253339945,24.19,270,1.87,180.0
54.88728,10.856287877682767,7619.908493156971,24.19,270,1.87,180.0
54.88639,10.856287877682767,7612.483357775732,24.19,270,1.87,180.0
54.8855,10.856287877682767,7606.341594047477,24.19,270,1.87,180.0
54.88461,10.856287877682767,7601.486312174057,24.19,270,1.87,180.0
54.88372,10.856287877682767,7597.91997787743,24.19,270,1.87,180.0
54.88283,10.856287877682767,7595.644406160078,24.19,270,1.87,180.0
54.88194,10.856287877682767,7594.660756695598,24.19,270,1.87,180.0
54.93,10.857906816524153,9220.298392981103,24.19,270,1.87,180.0
54.92911,10.857906816524153,9162.882307243544,24.19,270,1.87,180.0
54.92822,10.857906816524153,9106.182210933572,24.19,270,1.87,180.0
54.92733,10.857906816524153,9050.211560723881,24.19,270,1.87,180.0
54.92644,10.857906816524153,8994.983972925718,24.19,270,1.87,180.0
54.92555,10.857906816524153,8940.513217260475,24.19,270,1.87,180.0
54.92466,10.857906816524153,8886.813210012388,24.19,270,1.87,180.0
54.92377,10.857906816524153,8833.898006509993,24.19,270,1.87,180.0
54.92288,10.857906816524153,8781.78179293064,24.19,270,1.87,180.0
54.92199,10.857906816524153,8730.47887739631,24.19,270,1.87,180.0
54.9211,10.857906816524153,8680.003680344378,24.19,270,1.87,180.0
54.92021,10.857906816524153,8630.370724152182,24.19,270,1.87,180.0
54.91932,10.857906816524153,8581.594622014274,24.19,270,1.87,180.0
54.91843,10.857906816524153,8533.69006602289,24.19,270,1.87,180.0
54.91754,10.857906816524153,8486.671814478477,24.19,270,1.87,180.0
54.91665,10.857906816524153,8440.55467840238,24.19,270,1.87,180.0
54.91576,10.857906816524153,8395.353507241725,24.19,270,1.87,180.0
54.91487,10.857906816524153,8351.083173778963,24.19,270,1.87,180.0
54.91398,10.857906816524153,8307.75855823042,24.19,270,1.87,180.0
54.91309,10.857906816524153,8265.394531557977,24.19,270,1.87,180.0
54.9122,10.857906816524153,8224.005937989232,24.19,270,1.87,180.0
54.91131,10.857906816524153,8183.607576764582,24.19,270,1.87,180.0
54.91042,10.857906816524153,8144.214183138043,24.19,270,1.87,180.0
54.90953,10.857906816524153,8105.8404086460205,24.19,270,1.87,180.0
54.90864,10.857906816524153,8068.500800684298,24.19,270,1.87,180.0
54.90775,10.857906816524153,8032.20978142031,24.19,270,1.87,180.0
54.90686,10.857906816524153,7996.9816260939715,24.19,270,1.87,180.0
54.905969999999996,10.857906816524153,7962.8304407382775,24.19,270,1.87,180.0
54.90508,10.857906816524153,7929.770139398971,24.19,270,1.87,180.0
54.90419,10.857906816524153,7897.81442087746,24.19,270,1.87,180.0
54.9033,10.857906816524153,7866.976745105943,24.19,270,1.87,180.0
54.90241,10.857906816524153,7837.270309188319,24.19,270,1.87,180.0
54.90152,10.857906816524153,7808.70802320449,24.19,270,1.87,180.0
