54.88194,10.974470413103818,4179,13.5
54.88372,10.971232535421048,4067,13.5
54.88461,10.969613596579665,4011,13.5
54.88639,10.966375718896897,3899,13.5
54.88817,10.963137841214127,3787,13.5
54.88995,10.95989996353136,3675,13.5
54.89173,10.95666208584859,3563,13.5
54.89351,10.953424208165822,3451,13.5
54.89529,10.950186330483055,3339,13.5
54.89707,10.946948452800285,3227,13.5
54.89885,10.943710575117517,3115,13.5
54.90063,10.940472697434748,3003,13.5
54.90241,10.93723481975198,2891,13.5
54.90419,10.933996942069212,2779,13.5
54.905969999999996,10.930759064386443,2667,13.5
54.90775,10.927521186703675,2555,13.5
54.90953,10.924283309020906,2443,13.5
54.91131,10.921045431338138,2331,13.5
54.9122,10.917807553655368,2220,13.5
54.91309,10.9145696759726,2109,13.5
54.91398,10.911331798289833,1998,13.5
54.91487,10.908093920607064,1887,13.5
54.91576,10.904856042924296,1776,13.5
54.91665,10.901618165241526,1665,13.5
54.91754,10.898380287558759,1554,13.5
54.91843,10.895142409875989,1443,13.5
54.91932,10.891904532193221,1332,13.5
54.92021,10.888666654510454,1221,13.5
54.9211,10.885428776827684,1110,13.5
54.92199,10.882190899144916,999,13.5
54.92288,10.878953021462147,888,13.5
54.92377,10.875715143779379,777,13.5
54.92466,10.872477266096611,666,13.5
54.92555,10.869239388413842,555,13.5
54.92644,10.866001510731074,444,13.5
54.92733,10.862763633048305,333,13.5
54.92822,10.859525755365537,222,13.5
54.92911,10.856287877682767,111,13.5
54.93,10.85305,0,0
